BBOalert
1C1D1H,2C,Fit for !D
1C1D1N,2C,Fit for !D
1C1D1S,2C,Fit for !D
1C1D2C,Db,Fit for !D
1C,1D,5+!D; maybe light
1C1DDb,2C,Fit for !D
1C1D--,2C,Fit for !D
1C1H1N,2C,Fit for !H
1C1H1S,2C,Fit for !H
1C1H2C,Db,Fit for !H
1C,1H,5+!H; maybe light
1C1HDb,2C,Fit for !H
1C1H--,2C,Fit for !H
Error *001C1N2C=YYYYYYYC08Stayman|1C1N,2C,Stayman
2DDb--2N--3C--,--,To play
2DDb--,2S,Signoff
2DDb--,3C,10+cP;Trans -> !H
2DDb--,3D,Stayman; No !D stop
2DDb--3D--,3H,4+!H
2DDb--3D--,3N,Stop !D OK
2DDb--3D--,3S,4+!S
2DDb--3D--,4C,4+!C
2DDb--3D--,4H,5+!H
2DDb--3D--,4S,5+!S
2DDb--,3H,10+cP; Trans -> !S
2DDb--,3N,No !D Stop
2DDb--3N--,4C,5+!C
2DDb--3N--,4H,5+!H
2DDb--3N--,4S,5+!S
2DDb--3N--,--,Stop !D OK
2DDb--,3S,10+cP;Trans -> !C
2DDb--3S--,3N,Stop !D OK
2DDb--3S--,4C,5+!C
2DDb--3S--,4H,5+!H
2DDb--3S--,4S,5+!S
2DDb--,--,Penalty
2DDbRd,2H,Signoff
2DDbRd,2N,0-7cP; ANY
2DDbRd2N--,3C,Relay
2DDbRd2N--3C--,3D,Trans -> !H; GF
2DDbRd2N--3C--,3H,Trans -> !S
2DDbRd2N--3C--,3N,Stop !D OK
2DDbRd2N--3C--,3S,Trans -> !C
2DDbRd2N--3C--,4C,5+!C;GF
2DDbRd2N--3C--,--,To play
2DDbRd,2S,Signoff
2DDbRd,3C,10+cP;Trans -> !H
2DDbRd,3D,Stayman; No !D stop
2DDbRd3D--,3H,4+!H
2DDbRd3D--,3N,Stop !D OK
2DDbRd3D--,3S,4+!S
2DDbRd3D--,4C,4+!C
2DDbRd3D--,4H,5+!H
2DDbRd3D--,4S,5+!S
2DDbRd,3H,10+cP; Trans -> !S
2DDbRd,3N,No !D Stop
2DDbRd3N--,4C,5+!C
2DDbRd3N--,4H,5+!H
2DDbRd3N--,4S,5+!S
2DDbRd3N--,--,Stop !D OK
2DDbRd,3S,10+cP;Trans -> !C
2DDbRd3S--,3N,Stop !D OK
2DDbRd3S--,4C,5+!C
2DDbRd3S--,4H,5+!H
2DDbRd3S--,4S,5+!S
2DDbRd,--,Penalty
2H,2N,!C + !D
2H,2S,5+!S
2H,3C,5+!C
2H,3D,5+!D
2H,3H,Strong 1-suiter
2H,3N,Signoff
Error *002H=NYYYYYY008Preempt|,2H,Preempt
2HDb3H,3N,No !H Stop; Takeout
2HDb3H3N--,4C,5+!C
2HDb3H3N--,4D,5+!D
2HDb3H3N--,4S,5+!S
2HDb3H,3S,5+!S
2HDb3H,4C,5+!C
2HDb3H,4D,5+!D 
2HDb3H,Db,Weak; Stop !H OK
2HDb3H,--,Weak; No !H Stop
2H,Db,Lebensohl
2HDb--,2H,Signoff
2HDb--,2N,0-7cP; ANY
2HDb--2N--,3C,Relay
2HDb--2N--3C--,3D,Trans -> !H; GF
2HDb--2N--3C--,3H,Trans -> !S; 5+cards
2HDb--2N--3C--,3N,To play; Signoff
2HDb--2N--3C--,3S,Trans -> !D; 5+cards
2HDb--2N--3C--,--,To play
2HDb--,2S,Signoff
2HDb--,3C,10+cP;Trans -> !D
2HDb--,3D,10+cP;Trans -> !S
2HDb--3D--,3H,4+!H
2HDb--3D--,3N,Stop !D OK
2HDb--3D--,3S,4+!S
2HDb--3D--,4C,Trans -> !H
2HDb--3D--,4D,Trans -> !S
2HDb--,3H,Stayman; No !H stop
2HDb--3H--,3N,Stop !H OK
2HDb--3H--,3S,4+!S
2HDb--3H--,4C,4+!C
2HDb--3H--,4D,4+!D
2HDb--,3N,No !H Stop
2HDb--3N--,4C,5+!C
2HDb--3N--,4D,5+!D
2HDb--3N--,4S,5+!S
2HDb--3N--,--,Stop !H OK
2HDb--,3S,10+cP;Trans -> !C
2HDb--3S--,3N,Stop !H OK
2HDb--3S--,4C,5+!C
2HDb--3S--,4D,5+!D
2HDb--3S--,4H,5+!H
2HDb--,--,Penalty
2HDbRd,2N,0-7cP; ANY
2HDbRd2N--,3C,Relay
2HDbRd2N--3C--,3D,Trans -> !H; GF
2HDbRd2N--3C--,3H,Trans -> !S; 5+cards
2HDbRd2N--3C--,3N,To play; Signoff
2HDbRd2N--3C--,3S,Trans -> !D; 5+cards
2HDbRd2N--3C--,--,To play
2HDbRd,2S,Signoff
2HDbRd,3C,10+cP;Trans -> !D
2HDbRd,3D,10+cP;Trans -> !S
2HDbRd3D--,3H,4+!H
2HDbRd3D--,3N,Stop !D OK
2HDbRd3D--,3S,4+!S
2HDbRd3D--,4C,Trans -> !H
2HDbRd3D--,4D,Trans -> !S
2HDbRd,3H,Stayman; No !H stop
2HDbRd3H--,3N,Stop !H OK
2HDbRd3H--,3S,4+!S
2HDbRd3H--,4C,4+!C
2HDbRd3H--,4D,4+!D
2HDbRd,3N,No !H Stop
2HDbRd3N--,4C,5+!C
2HDbRd3N--,4D,5+!D
2HDbRd3N--,4S,5+!S
2HDbRd3N--,--,Stop !H OK
2HDbRd,3S,10+cP;Trans -> !C
2HDbRd3S--,3N,Stop !H OK
2HDbRd3S--,4C,5+!C
2HDbRd3S--,4D,5+!D
2HDbRd3S--,4H,5+!H
2HDbRd,--,Penalty
2S,2N,!C + !D
2S,3C,5+!C
2S,3D,5+!D
2S,3H,5+!H
2S,3N,Natural
2S,3S,Strong 1-suiter
Error *002S=NYYYYYY008Preempt|,2S,Preempt
2SDb3S,3N,No !S Stop; Takeout
2SDb3S3N--,4C,5+!C
2SDb3S3N--,4D,5+!D
2SDb3S3N--,4H,5+!H
2SDb3S,4C,5+!C
2SDb3S,4D,5+!D
2SDb3S,4H,5+!H
2SDb3S,Db,Weak; !S Stop OK
2SDb3S,--,Weak; No !S Stop
2S,Db,Lebensohl
2SDb--,2N,0-7cP
2SDb--2N--,3C,Relay
2SDb--2N--3C--,3D,Trans -> !H
2SDb--2N--3C--,3H,Trans -> !S; GF
2SDb--2N--3C--,3N,Stop !S OK
2SDb--2N--3C--,3S,Trans -> !D
2SDb--2N--3C--,--,To play
2SDb--,3C,10+cP; Trans -> !D
2SDb--,3D,10+cP; Trans -> !H
2SDb--,3H,10+cP; Trans -> !C
2SDb--,3N,No !S Stop
2SDb--3N--,4C,5+!C
2SDb--3N--,4D,5+!D
2SDb--3N--,4H,5+!H
2SDb--3N--,--,Stop !S OK
2SDb--,3S,Stayman; No !S Stop
2SDb--3S--,3N,Stop !S OK
2SDb--3S--,4C,4+!C
2SDb--3S--,4D,4+!D
2SDb--3S--,4H,4+!H
2SDb--,--,Penalty
2SDbRd,2N,0-7cP
2SDbRd2N--,3C,Relay
2SDbRd2N--3C--,3D,Trans -> !H
2SDbRd2N--3C--,3H,Trans -> !S; GF
2SDbRd2N--3C--,3N,Stop !S OK
2SDbRd2N--3C--,3S,Trans -> !D
2SDbRd2N--3C--,--,To play
2SDbRd,3C,10+cP; Trans -> !D
2SDbRd,3D,10+cP; Trans -> !H
2SDbRd,3H,10+cP; Trans -> !C
2SDbRd,3N,No !S Stop
2SDbRd3N--,4C,5+!C
2SDbRd3N--,4D,5+!D
2SDbRd3N--,4H,5+!H
2SDbRd3N--,--,Stop !S OK
2SDbRd,3S,Stayman; No !S Stop
2SDbRd3S--,3N,Stop !S OK
2SDbRd3S--,4C,4+!C
2SDbRd3S--,4D,4+!D
2SDbRd3S--,4H,4+!H
2SDbRd,--,Penalty
3C,4C,2-suiter
Error *003C=NYYYYYY008Preempt|,3C,Preempt
3D,4D,2-suiter
Error *003D=NYYYYYY008Preempt|,3D,Preempt
3H,4H,2-suiter
Error *003H=NYYYYYY008Preempt|,3H,Preempt
3S,4S,2-suiter
Error *003S=NYYYYYY008Preempt|,3S,Preempt
4C,5C,2-suiter
Error *004C=NYYYYYY008Preempt|,4C,Preempt
4D,5D,2-suiter
Error *004D=NYYYYYY008Preempt|,4D,Preempt
4H,5H,2-suiter
Error *004H=NYYYYYY008Preempt|,4H,Preempt
4S,5S,2-suiter
Error *004S=NYYYYYY008Preempt|,4S,Preempt
20,1 ,Please read chat#-------- Fred Gitelmann / Brad Moss  -------------- 1!C
1N2C,2D,Trans -> !H. *5+!H   *Both minors
1N2C2D--,2H,2-3!H; Relay
1N2C2D--2H--,2N,5+!H  +  4+!C
1N2C2D--2H--,2S,Both minors. NOT !H
1N2C2D--2H--,3C,5+!H  +  4+!D
1N2C2D--2H--,3D,6+!H; 1-suiter
1N2C2D--2H--,3N,Signoff
1N2C2D--2H--,3S,5+!H; 0-1!S 
1N2C2D--2H--,4C,5+!H; 0-1!C 
1N2C2D--2H--,4D,5+!H; 0-1!D 
1N2C2D--2H--,4H,Balanced slam try
1N2C2D--2H--,4S,5!C332; slam try; NOT !H
1N2C2D--,2S,4+!H; super-accept
1N2C2D--2S--,2N,5+!H  +  4+!C
1N2C2D--2S--,3C,5+!H  +  4+!D
1N2C2D--2S--,3D,6+!H; 1-suiter
1N2C2D--2S--,3N,Signoff
1N2C2D--2S--,3S,5+!H; 0-1!S 
1N2C2D--2S--,4C,5+!H; 0-1!C 
1N2C2D--2S--,4D,5+!H; 0-1!D 
1N2C2D--2S--,4H,Balanced slam try
1N2C2D--2S--,4S,5!C332; slam try; NOT !H
1N2C,2H,Trans -> !S
1N2C2H--,2S,Relay
1N2C2H--2S--,2N,5+!S  +  4+!C
1N2C2H--2S--,3C,5+!S  +  4+!D
1N2C2H--2S--,3D,5+!S  +  5+!H
1N2C2H--2S--,3H,6+!S; 1-suiter
1N2C2H--2S--,4C,5+!S; 0-1!C  
1N2C2H--2S--,4D,5+!S; 0-1!D
1N2C2H--2S--,4H,5+!S; 0-1!H
1N2C2H--2S--,4S,Balanced slam try
1N2C,2N,Invite
1N2C,2S,Please read chat#Invite 6+card minor. *6+!C; any strength    *5-10HcP; 6+!D
1N2C2S--,2N,!C preferred
1N2C2S--2N--,3C,6+!C; weak
1N2C2S--2N--,3D,6+!D; invite
1N2C2S--2N--,3H,6+!C; 0-1!H; GF
1N2C2S--2N--,3N,6+!C; Invite
1N2C2S--2N--,3S,6+!C; 0-1!S; GF
1N2C2S--,3C,!D preferred
1N2C2S--3C--,3D,6+!D; invite
1N2C2S--3C--,3H,6+!C; 0-1!H; GF
1N2C2S--3C--,3N,6+!C; Invite
1N2C2S--3C--,3S,6+!C; 0-1!S; GF
1N2C2S--3C--,--,To play
1N2C,3C,Trans -> !D
1N2C3C--,3D,Relay
1N2C3C--3D--,3H,6+!D; 0-1!H; GF
1N2C3C--3D--,3N,6+!D; 0-1!C; GF
1N2C3C--3D--,3S,6+!D; 0-1!S; GF
1N2C3C--3D--,--,To play
1N2C,3D,3-suiter w/short minor
1N2C3D--,3H,ASK distrib
1N2C3D--3H--,3N,0-1!D; 4-4-1-4; 4-4-0-5
1N2C3D--3H--3N--,4C,RKCB in !H 03/14
1N2C3D--3H--3N--,4D,RKCB in !S 03/14
1N2C3D--3H--3N--,4H,Signoff
1N2C3D--3H--3N--,4S,Signoff
1N2C3D--3H--3N--,5C,Signoff
1N2C3D--3H--3N--,--,To play
1N2C3D--3H--,3S,0-1!C; 4-4-4-1; 4-4-5-0
1N2C3D--3H--3S--,3N,Signoff
1N2C3D--3H--3S--,4C,RKCB in !H 03/14
1N2C3D--3H--3S--,4D,RKCB in !S 03/14
1N2C3D--3H--3S--,4H,Signoff
1N2C3D--3H--3S--,4S,Signoff
1N2C3D--3H--3S--,5D,Signoff
1N2C3D--,4H,Signoff
1N2C3D--,4S,Signoff
1N2C,3H,3-suiter; 1-4-4-4; 0-4-4-5; 0-4-5-4
1N2C3H--,3N,4+!S
1N2C3H--,3S,minimum; 4+!H
1N2C3H--,4H,Signoff
1N2C3H--,4S,RKCB in !H 03/14
1N2C3H--,--,To play
1N2C,3N,Signoff
1N2C,3S,3-suiter; 4-1-4-4; 4-0-4-5; 4-0-5-4
1N2C3S--,3N,4+!H
1N2C3S--,4H,RKCB in !S 03/14
1N2C3S--,4S,Signoff
1N2C,4C,Gerber (0;1;2;3)
1N2C,4D,Trans -> !H
1N2C4D--,4H,Relay
1N2C4D--4H--,4N,RKCB in !H 14/03
1N2C4D--4H--,4S,Exclusion RKCB in !H 03/14
1N2C4D--4H--,5C,Exclusion RKCB in !H 03/14
1N2C4D--4H--,5D,Exclusion RKCB in !H 03/14
1N2C4D--4H--,--,To play
1N2C,4H,Trans -> !S
1N2C4H--,4S,Relay
1N2C4H--4S--,4N,RKCB in !S 14/03
1N2C4H--4S--,5C,Exclusion RKCB in !S 03/14
1N2C4H--4S--,5D,Exclusion RKCB in !S 03/14
1N2C4H--4S--,5H,Exclusion RKCB in !S 03/14
1N2C4H--4S--,--,To play
1N2C,4S,5!D332 distr.; slam try
1N2C,Db,Stayman
1N2CDb--,2D,No 4card MAJOR
1N2CDb--2D--,2H,Weak 4+!S  +  4+!H
1N2CDb--2D--,2N,Invite
1N2CDb--2D--,2S,Any Game Force
1N2CDb--2D--,3C,5+!C; GF
1N2CDb--2D--,3D,5+!D; GF
1N2CDb--2D--,3H,5!S + 4!H
1N2CDb--2D--3H--,3N,2!S + 3!H
1N2CDb--2D--3H--3N--,4H,6!S + 4!H
1N2CDb--2D--3H--,3S,3!S
1N2CDb--2D--,3S,5!H + 4!S
1N2CDb--2D--3S--,3N,2!H + 3!S
1N2CDb--2D--3S--3N--,4D,6!H + 4!S
1N2CDb--,2H,4+!H
1N2CDb--2H--,2N,Signoff
1N2CDb--2H--,2S,4!S
1N2CDb--2H--,3D,Invite !H
1N2CDb--2H--3D--,3H,minimum
1N2CDb--2H--3D--,3N,5!H332
1N2CDb--2H--3D--,4H,MAXIMUM
1N2CDb--2H--,3N,Signoff
1N2CDb--2H--,3S,Fit + Singleton
1N2CDb--2H--3S--,3N,ASK short
1N2CDb--2H--3S--3N--,4C,0-1!C
1N2CDb--2H--3S--3N--,4D,0-1!D
1N2CDb--2H--3S--3N--,4H,0-1!S
1N2CDb--2H--,4C,RKCB 14/03 in !H
1N2CDb--2H--,4D,Balanced slam try
1N2CDb--2H--,4H,Signoff
1N2CDb--2H--,--,To play
1N2CDb--,2S,4+!S
1N2CDb--2S--,2N,Signoff
1N2CDb--2S--,3D,Invite !S
1N2CDb--2S--3D--,3N,5!S332
1N2CDb--2S--3D--,3S,minimum
1N2CDb--2S--3D--,4S,MAXIMUM
1N2CDb--2S--,3H,Fit + singleton
1N2CDb--2S--3H--,3N,ASK short
1N2CDb--2S--3H--3N--,4C,0-1!C
1N2CDb--2S--3H--3N--,4D,0-1!D
1N2CDb--2S--3H--3N--,4H,1!H
1N2CDb--2S--3H--3N--,4S,0!H
1N2CDb--2S--3H--,3S,minimum
1N2CDb--2S--3H--3S--,4C,0-1!C
1N2CDb--2S--3H--3S--,4D,0-1!D
1N2CDb--2S--3H--3S--,4H,1!H
1N2CDb--2S--3H--3S--,4S,0!H
1N2CDb--2S--3H--3S--,--,To play
1N2CDb--2S--,3N,Signoff
1N2CDb--2S--,4C,RKCB 14/03 in !S
1N2CDb--2S--,4D,Balanced slam try
1N2CDb--2S--,4S,Signoff
1N2CDb--2S--,--,To play
1N2D,2H,Trans -> !S
1N2D2H--,2S,Relay
1N2D2H--2S--,2N,5+!S  +  4+!C
1N2D2H--2S--,3C,5+!S  +  4+!D
1N2D2H--2S--,3D,5+!S  +  5+!H
1N2D2H--2S--,3H,6+!S; 1-suiter
1N2D2H--2S--,4C,5+!S; 0-1!C  
1N2D2H--2S--,4D,5+!S; 0-1!D
1N2D2H--2S--,4H,5+!S; 0-1!H
1N2D2H--2S--,4S,Balanced slam try
1N2D,2N,Invite
1N2D,2S,Please read chat#Invite 6+card minor. *6+!C; any strength    *5-10HcP; 6+!D
1N2D2S--,2N,!C preferred
1N2D2S--2N--,3C,6+!C; weak
1N2D2S--2N--,3D,6+!D; invite
1N2D2S--2N--,3H,6+!C; 0-1!H; GF
1N2D2S--2N--,3N,6+!C; Invite
1N2D2S--2N--,3S,6+!C; 0-1!S; GF
1N2D2S--,3C,!D preferred
1N2D2S--3C--,3D,6+!D; invite
1N2D2S--3C--,3H,6+!C; 0-1!H; GF
1N2D2S--3C--,3N,6+!C; Invite
1N2D2S--3C--,3S,6+!C; 0-1!S; GF
1N2D2S--3C--,--,To play
1N2D,3C,Trans -> !D
1N2D3C--,3D,Relay
1N2D3C--3D--,3H,6+!D; 0-1!H; GF
1N2D3C--3D--,3N,6+!D; 0-1!C; GF
1N2D3C--3D--,3S,6+!D; 0-1!S; GF
1N2D3C--3D--,--,To play
1N2D,3D,3-suiter w/short minor
1N2D3D--,3H,ASK distrib
1N2D3D--3H--,3N,0-1!D; 4-4-1-4; 4-4-0-5
1N2D3D--3H--3N--,4C,RKCB in !H 03/14
1N2D3D--3H--3N--,4D,RKCB in !S 03/14
1N2D3D--3H--3N--,4H,Signoff
1N2D3D--3H--3N--,4S,Signoff
1N2D3D--3H--3N--,5C,Signoff
1N2D3D--3H--3N--,--,To play
1N2D3D--3H--,3S,0-1!C; 4-4-4-1; 4-4-5-0
1N2D3D--3H--3S--,3N,Signoff
1N2D3D--3H--3S--,4C,RKCB in !H 03/14
1N2D3D--3H--3S--,4D,RKCB in !S 03/14
1N2D3D--3H--3S--,4H,Signoff
1N2D3D--3H--3S--,4S,Signoff
1N2D3D--3H--3S--,5D,Signoff
1N2D3D--,4H,Signoff
1N2D3D--,4S,Signoff
1N2D,3H,3-suiter; 1-4-4-4; 0-4-4-5; 0-4-5-4
1N2D3H--,3N,4+!S
1N2D3H--,3S,minimum; 4+!H
1N2D3H--,4H,Signoff
1N2D3H--,4S,RKCB in !H 03/14
1N2D3H--,--,To play
1N2D,3N,Signoff
1N2D,3S,3-suiter; 4-1-4-4; 4-0-4-5; 4-0-5-4
1N2D3S--,3N,4+!H
1N2D3S--,4H,RKCB in !S 03/14
1N2D3S--,4S,Signoff
1N2D,4C,Gerber (0;1;2;3)
1N2D,4D,Trans -> !H
1N2D4D--,4H,Relay
1N2D4D--4H--,4N,RKCB in !H 14/03
1N2D4D--4H--,4S,Exclusion RKCB in !H 03/14
1N2D4D--4H--,5C,Exclusion RKCB in !H 03/14
1N2D4D--4H--,5D,Exclusion RKCB in !H 03/14
1N2D4D--4H--,--,To play
1N2D,4H,Trans -> !S
1N2D4H--,4S,Relay
1N2D4H--4S--,4N,RKCB in !S 14/03
1N2D4H--4S--,5C,Exclusion RKCB in !S 03/14
1N2D4H--4S--,5D,Exclusion RKCB in !S 03/14
1N2D4H--4S--,5H,Exclusion RKCB in !S 03/14
1N2D4H--4S--,--,To play
1N2D,4S,5!D332 distr.; slam try
1N2D,Db,Trans -> !H. *5+!H   *Both minors
1N2DDb--,2H,2-3!H; Relay
1N2DDb--2H--,2N,5+!H  +  4+!C
1N2DDb--2H--,2S,Both minors. NOT !H
1N2DDb--2H--,3C,5+!H  +  4+!D
1N2DDb--2H--,3D,6+!H; 1-suiter
1N2DDb--2H--,3N,Signoff
1N2DDb--2H--,3S,5+!H; 0-1!S 
1N2DDb--2H--,4C,5+!H; 0-1!C 
1N2DDb--2H--,4D,5+!H; 0-1!D 
1N2DDb--2H--,4H,Balanced slam try
1N2DDb--2H--,4S,5!C332; slam try; NOT !H
1N2DDb--,2S,4+!H; super-accept
1N2DDb--2S--,2N,5+!H  +  4+!C
1N2DDb--2S--,3C,5+!H  +  4+!D
1N2DDb--2S--,3D,6+!H; 1-suiter
1N2DDb--2S--,3N,Signoff
1N2DDb--2S--,3S,5+!H; 0-1!S 
1N2DDb--2S--,4C,5+!H; 0-1!C 
1N2DDb--2S--,4D,5+!H; 0-1!D 
1N2DDb--2S--,4H,Balanced slam try
1N2DDb--2S--,4S,5!C332; slam try; NOT !H
1N2H,2N,Lebensohl delay
1N2H2N--,3C,Relay
1N2H2N--3C--,3D,Signoff
1N2H2N--3C--,3H,Stayman
1N2H2N--3C--,3N,Stop OK
1N2H2N--3C--,3S,Invite
1N2H2N--3C--,4C,Invite
1N2H2N--3C--,4D,Invite
1N2H2N--3C--,--,Weak; long clubs
1N2H,2S,Signoff
1N2H,3C,5+!C; GF
1N2H,3D,5+!D; GF
1N2H,3H,Stayman
1N2H,3N,GF; No stop !H
1N2H3N--,4C,Stayman
1N2H3N--,4D,5+!D
1N2H3N--,4S,5+!S
1N2H3N--,--,Stop !H OK
1N2H,3S,5+!S; GF
1N2H,4H,Trans -> !S
1N2H,Db,Penalty
1N2S,2N,Lebensohl delay
1N2S2N--,3C,Relay
1N2S2N--3C--,3D,Signoff
1N2S2N--3C--,3H,Signoff
1N2S2N--3C--,3N,Stop OK
1N2S2N--3C--,3S,Stayman
1N2S2N--3C--,4C,Invite
1N2S2N--3C--,4D,Invite
1N2S2N--3C--,--,Weak; long clubs
1N2S,3C,5+!C; GF
1N2S,3D,5+!D; GF
1N2S,3H,5+!H; GF
1N2S,3N,GF; No stop !S
1N2S3N--,4C,Stayman
1N2S3N--,4D,5+!D
1N2S3N--,4H,5+!H
1N2S3N--,--,Stop !S OK
1N2S,3S,Stayman
1N2S,4D,Trans -> !H
1N2S,4H,Signoff
1N2S,Db,Penalty
1N3C,3D,5+!D; GF
1N3C,3H,5+!H; GF
1N3C,3N,Stop OK
1N3C,3S,5+!S; GF
1N3C,4C,Stayman
1N3C,4H,Signoff
1N3C,4S,Signoff
1N3C,5D,Signoff
1N3C,Db,Takeout
1N3D,3H,5+!H; GF
1N3D,3N,Stop OK
1N3D,3S,5+!S; GF
1N3D,4C,5+!C; GF
1N3D,4D,Stayman
1N3D,4H,Signoff
1N3D,4S,Signoff
1N3D,5C,Signoff
1N3D,Db,Takeout
1N3H,3N,Stop OK
1N3H,3S,5+!S; GF
1N3H,4C,5+!C; GF
1N3H,4D,5+!D; GF
1N3H,4S,Signoff
1N3H,5C,Signoff
1N3H,5D,Signoff
1N3H,Db,Takeout
1N3S,3N,Stop OK
1N3S,4C,5+!C; GF
1N3S,4D,5+!D; GF
1N3S,4H,Signoff
1N3S,5C,Signoff
1N3S,5D,Signoff
1N3S,Db,Takeout
,1N,15-17HcP; semi-balanced. 5!H!S/6!C!D OK
1NDb,2C,Stayman
1NDb2C--,2D,No 4card MAJOR
1NDb2C--2D--,2H,Weak 4+!S  +  4+!H
1NDb2C--2D--,2N,Invite
1NDb2C--2D--,2S,Any Game Force
1NDb2C--2D--,3C,5+!C; GF
1NDb2C--2D--,3D,5+!D; GF
1NDb2C--2D--,3H,5!S + 4!H
1NDb2C--2D--3H--,3N,2!S + 3!H
1NDb2C--2D--3H--3N--,4H,6!S + 4!H
1NDb2C--2D--3H--,3S,3!S
1NDb2C--2D--,3S,5!H + 4!S
1NDb2C--2D--3S--,3N,2!H + 3!S
1NDb2C--2D--3S--3N--,4D,6!H + 4!S
1NDb2C--,2H,4+!H
1NDb2C--2H--,2N,Signoff
1NDb2C--2H--,2S,4!S
1NDb2C--2H--,3D,Invite !H
1NDb2C--2H--3D--,3H,minimum
1NDb2C--2H--3D--,3N,5!H332
1NDb2C--2H--3D--,4H,MAXIMUM
1NDb2C--2H--,3N,Signoff
1NDb2C--2H--,3S,Fit + Singleton
1NDb2C--2H--3S--,3N,ASK short
1NDb2C--2H--3S--3N--,4C,0-1!C
1NDb2C--2H--3S--3N--,4D,0-1!D
1NDb2C--2H--3S--3N--,4H,0-1!S
1NDb2C--2H--,4C,RKCB 14/03 in !H
1NDb2C--2H--,4D,Balanced slam try
1NDb2C--2H--,4H,Signoff
1NDb2C--2H--,--,To play
1NDb2C--,2S,4+!S
1NDb2C--2S--,2N,Signoff
1NDb2C--2S--,3D,Invite !S
1NDb2C--2S--3D--,3N,5!S332
1NDb2C--2S--3D--,3S,minimum
1NDb2C--2S--3D--,4S,MAXIMUM
1NDb2C--2S--,3H,Fit + singleton
1NDb2C--2S--3H--,3N,ASK short
1NDb2C--2S--3H--3N--,4C,0-1!C
1NDb2C--2S--3H--3N--,4D,0-1!D
1NDb2C--2S--3H--3N--,4H,1!H
1NDb2C--2S--3H--3N--,4S,0!H
1NDb2C--2S--3H--,3S,minimum
1NDb2C--2S--3H--3S--,4C,0-1!C
1NDb2C--2S--3H--3S--,4D,0-1!D
1NDb2C--2S--3H--3S--,4H,1!H
1NDb2C--2S--3H--3S--,4S,0!H
1NDb2C--2S--3H--3S--,--,To play
1NDb2C--2S--,3N,Signoff
1NDb2C--2S--,4C,RKCB 14/03 in !S
1NDb2C--2S--,4D,Balanced slam try
1NDb2C--2S--,4S,Signoff
1NDb2C--2S--,--,To play
1NDb,2D,Trans -> !H. *5+!H   *Both minors
1NDb2D--,2H,2-3!H; Relay
1NDb2D--2H--,2N,5+!H  +  4+!C
1NDb2D--2H--,2S,Both minors. NOT !H
1NDb2D--2H--,3C,5+!H  +  4+!D
1NDb2D--2H--,3D,6+!H; 1-suiter
1NDb2D--2H--,3N,Signoff
1NDb2D--2H--,3S,5+!H; 0-1!S 
1NDb2D--2H--,4C,5+!H; 0-1!C 
1NDb2D--2H--,4D,5+!H; 0-1!D 
1NDb2D--2H--,4H,Balanced slam try
1NDb2D--2H--,4S,5!C332; slam try; NOT !H
1NDb2D--,2S,4+!H; super-accept
1NDb2D--2S--,2N,5+!H  +  4+!C
1NDb2D--2S--,3C,5+!H  +  4+!D
1NDb2D--2S--,3D,6+!H; 1-suiter
1NDb2D--2S--,3N,Signoff
1NDb2D--2S--,3S,5+!H; 0-1!S 
1NDb2D--2S--,4C,5+!H; 0-1!C 
1NDb2D--2S--,4D,5+!H; 0-1!D 
1NDb2D--2S--,4H,Balanced slam try
1NDb2D--2S--,4S,5!C332; slam try; NOT !H
1NDb,2H,Trans -> !S
1NDb2H--,2S,Relay
1NDb2H--2S--,2N,5+!S  +  4+!C
1NDb2H--2S--,3C,5+!S  +  4+!D
1NDb2H--2S--,3D,5+!S  +  5+!H
1NDb2H--2S--,3H,6+!S; 1-suiter
1NDb2H--2S--,4C,5+!S; 0-1!C  
1NDb2H--2S--,4D,5+!S; 0-1!D
1NDb2H--2S--,4H,5+!S; 0-1!H
1NDb2H--2S--,4S,Balanced slam try
1NDb,2N,Invite
1NDb,2S,Please read chat#Invite 6+card minor. *6+!C; any strength    *5-10HcP; 6+!D
1NDb2S--,2N,!C preferred
1NDb2S--2N--,3C,6+!C; weak
1NDb2S--2N--,3D,6+!D; invite
1NDb2S--2N--,3H,6+!C; 0-1!H; GF
1NDb2S--2N--,3N,6+!C; Invite
1NDb2S--2N--,3S,6+!C; 0-1!S; GF
1NDb2S--,3C,!D preferred
1NDb2S--3C--,3D,6+!D; invite
1NDb2S--3C--,3H,6+!C; 0-1!H; GF
1NDb2S--3C--,3N,6+!C; Invite
1NDb2S--3C--,3S,6+!C; 0-1!S; GF
1NDb2S--3C--,--,To play
1NDb,3C,Trans -> !D
1NDb3C--,3D,Relay
1NDb3C--3D--,3H,6+!D; 0-1!H; GF
1NDb3C--3D--,3N,6+!D; 0-1!C; GF
1NDb3C--3D--,3S,6+!D; 0-1!S; GF
1NDb3C--3D--,--,To play
1NDb,3D,3-suiter w/short minor
1NDb3D--,3H,ASK distrib
1NDb3D--3H--,3N,0-1!D; 4-4-1-4; 4-4-0-5
1NDb3D--3H--3N--,4C,RKCB in !H 03/14
1NDb3D--3H--3N--,4D,RKCB in !S 03/14
1NDb3D--3H--3N--,4H,Signoff
1NDb3D--3H--3N--,4S,Signoff
1NDb3D--3H--3N--,5C,Signoff
1NDb3D--3H--3N--,--,To play
1NDb3D--3H--,3S,0-1!C; 4-4-4-1; 4-4-5-0
1NDb3D--3H--3S--,3N,Signoff
